Song,Artist,Popularity,URI
My Choppa Hate Niggas,21 Savage,69,1URnnhqYAYcrqrcwql10ft
Mad Stalkers,21 Savage,62,1URnnhqYAYcrqrcwql10ft
Disrespectful,21 Savage,63,1URnnhqYAYcrqrcwql10ft
Run Up the Racks,21 Savage,56,1URnnhqYAYcrqrcwql10ft
Darth Vader,21 Savage,57,1URnnhqYAYcrqrcwql10ft
Rap Saved Me (feat. Quavo),21 Savage,67,1URnnhqYAYcrqrcwql10ft
Stoves On 14th,Trippie Redd,49,6Xgp2XMz1fhVYe7i6yNAax
In Too Deep,Trippie Redd,52,6Xgp2XMz1fhVYe7i6yNAax
Deadman's Wonderland,Trippie Redd,45,6Xgp2XMz1fhVYe7i6yNAax
Free Da Guys,DTE Lil DayDay,8,032G6RVkSFgnMbGs2v3ufc
Wetty,Fivio Foreign,49,14CHVeJGrR5xgUGQFV5BVM
pick up the phone,Young Thug,71,50co4Is1HCEo8bhOyUWKpn
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,58,7yO4IdJjCEPz7YgZMe25iS
$$$ - with Matt Ox,XXXTENTACION,63,15UsOTVnJzReFVN1VCnxy4
Achoo,Keith Ape,55,6f9bmfkqiYbhCtdAZsv7KI
RUN,Ski Mask The Slump God,44,2rhFzFmezpnW82MNqEKVry
My Shit,A Boogie Wit da Hoodie,80,31W5EY0aAly4Qieq6OFu6I
Neighbors,J. Cole,75,6l3HvQ5sa6mXTsMTB19rO5
4 AM,2 Chainz,65,17lzZA2AlOHwCwFALHttmp
Don't,Bryson Tiller,85,2EMAnMvWE2eb56ToJVfCWs
Check,Young Thug,65,50co4Is1HCEo8bhOyUWKpn
R.I.C.O. (feat. Drake),Meek Mill,72,20sxb77xiYeusSH8cVdatc
Jungle,Drake,77,3TVXtAsR1Inumwj472S9r4
Digits,Young Thug,70,50co4Is1HCEo8bhOyUWKpn
Sundress,A$AP Rocky,81,13ubrt8QOOCPljQ2FL1Kca
All Of The Lights,Kanye West,80,5K4W6rqBFWDnAN6FQUkS6x
Fire,KIDS SEE GHOSTS,61,2hPgGN4uhvXAxiXQBIXOmE
Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS,59,2hPgGN4uhvXAxiXQBIXOmE
4th Dimension,KIDS SEE GHOSTS,69,2hPgGN4uhvXAxiXQBIXOmE
WOLF,"Tyler, The Creator",58,4V8LLVI7PbaPR0K2TGSxFF
Jamba (feat. Hodgy),"Tyler, The Creator",57,4V8LLVI7PbaPR0K2TGSxFF
Awkward,"Tyler, The Creator",58,4V8LLVI7PbaPR0K2TGSxFF
Domo23,"Tyler, The Creator",59,4V8LLVI7PbaPR0K2TGSxFF
Slater (feat. Frank Ocean),"Tyler, The Creator",56,4V8LLVI7PbaPR0K2TGSxFF
48,"Tyler, The Creator",60,4V8LLVI7PbaPR0K2TGSxFF
PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean & Laetitia Sadier),"Tyler, The Creator",61,4V8LLVI7PbaPR0K2TGSxFF
IFHY (feat. Pharrell),"Tyler, The Creator",73,4V8LLVI7PbaPR0K2TGSxFF
Pigs,"Tyler, The Creator",53,4V8LLVI7PbaPR0K2TGSxFF
Parking Lot (feat. Casey Veggies & Mike G),"Tyler, The Creator",51,4V8LLVI7PbaPR0K2TGSxFF
Rusty (feat. Domo Genesis & Earl Sweatshirt),"Tyler, The Creator",59,4V8LLVI7PbaPR0K2TGSxFF
"Trashwang (feat. Na' kel, Jasper Dolphin, Lucas, L-Boy, Taco, Left Brain & Lee Spielman)","Tyler, The Creator",51,4V8LLVI7PbaPR0K2TGSxFF
Treehome95 (feat. Coco O. & Erykah Badu),"Tyler, The Creator",57,4V8LLVI7PbaPR0K2TGSxFF
Tamale,"Tyler, The Creator",63,4V8LLVI7PbaPR0K2TGSxFF
Lone,"Tyler, The Creator",55,4V8LLVI7PbaPR0K2TGSxFF
Colossus,"Tyler, The Creator",64,4V8LLVI7PbaPR0K2TGSxFF
GOSHA,$NOT,73,5IbEL2xjRtKsunfmsahLuO
7AM,Lil Uzi Vert,69,4O15NlyKLIASxsJ0PrXPfz
I Love Kanye,Kanye West,66,5K4W6rqBFWDnAN6FQUkS6x
IGOR'S THEME,"Tyler, The Creator",68,4V8LLVI7PbaPR0K2TGSxFF
I THINK,"Tyler, The Creator",74,4V8LLVI7PbaPR0K2TGSxFF
EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,"Tyler, The Creator",9,4V8LLVI7PbaPR0K2TGSxFF
NEW MAGIC WAND,"Tyler, The Creator",82,4V8LLVI7PbaPR0K2TGSxFF
PUPPET,"Tyler, The Creator",69,4V8LLVI7PbaPR0K2TGSxFF
WHAT'S GOOD,"Tyler, The Creator",67,4V8LLVI7PbaPR0K2TGSxFF
"GONE, GONE / THANK YOU","Tyler, The Creator",78,4V8LLVI7PbaPR0K2TGSxFF
Die For You,The Weeknd,90,1Xyo4u8uXC1ZmMpatF05PJ
A-Team,Travis Scott,60,0Y5tJX1MQlPlqiwlOH1tJY
End Of The Road,Juice WRLD,68,4MCBfE4596Uoi2O4DtmEMz
I'll Be Fine,Juice WRLD,69,4MCBfE4596Uoi2O4DtmEMz
She,"Tyler, The Creator",0,4V8LLVI7PbaPR0K2TGSxFF
Climax (feat. 6lack),Young Thug,62,50co4Is1HCEo8bhOyUWKpn
Crime Pays,Freddie Gibbs,59,0Y4inQK6OespitzD6ijMwb
WASTE,BROCKHAMPTON,55,1Bl6wpkWCQ4KVgnASpvzzA
"Fine Whine (feat. Joe Fox, Future & M.I.A.)",A$AP Rocky,58,13ubrt8QOOCPljQ2FL1Kca
Wavybone (feat. Juicy J & UGK),A$AP Rocky,55,13ubrt8QOOCPljQ2FL1Kca
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,78,13ubrt8QOOCPljQ2FL1Kca
Long Live A$AP,A$AP Rocky,61,13ubrt8QOOCPljQ2FL1Kca
Mode II (feat. Logic),PRhyme,35,4ypEjUTTCcPB0dgjQBQyf5
Confessions of a Dangerous Mind,Logic,57,4xRYI6VqpkE3UwrDrAZL8L
Trippy (feat. J. Cole),Anderson .Paak,59,3jK9MiCrA42lLAdMGUZpwa
Deep Reverence (feat. Nipsey Hussle),Big Sean,55,0c173mlxpT3dSFRgMO8XPh
Sleep Deprived (with Lute & Omen feat. Mez & DaVionne),Dreamville,50,1iNqsUDUraNWrj00bqssQG
Photosynthesis,Saba,64,7Hjbimq43OgxaBRpFXic4x
Locationships,Cordae,46,0huGjMyP507tBCARyzSkrv
November,"Tyler, The Creator",65,4V8LLVI7PbaPR0K2TGSxFF
Droppin' Seeds (feat. Lil' Wayne),"Tyler, The Creator",63,4V8LLVI7PbaPR0K2TGSxFF
Glitter,"Tyler, The Creator",71,4V8LLVI7PbaPR0K2TGSxFF
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",74,4V8LLVI7PbaPR0K2TGSxFF
Smack That,Akon,84,0z4gvV4rjIZ9wHck67ucSV
Don't Matter,Akon,76,0z4gvV4rjIZ9wHck67ucSV
Baggin',Marshmello,48,64KEffDW9EtZ1y2vBYgq8T
27 Summers,Nas,53,20qISvAhX20dpIbOOzGK3q
Blue Benz,Nas,42,20qISvAhX20dpIbOOzGK3q
10 Points,Nas,39,20qISvAhX20dpIbOOzGK3q
The Cure,Nas,39,20qISvAhX20dpIbOOzGK3q
The Definition (feat. Brucie B.),Nas,36,20qISvAhX20dpIbOOzGK3q
Car #85 (feat. Charlie Wilson),Nas,41,20qISvAhX20dpIbOOzGK3q
Til The War Is Won (feat. Lil Durk),Nas,39,20qISvAhX20dpIbOOzGK3q
King's Disease,Nas,44,20qISvAhX20dpIbOOzGK3q
Spicy (feat. Fivio Foreign & A$AP Ferg),Nas,56,20qISvAhX20dpIbOOzGK3q
45,Kid Ink,29,6KZDXtSj0SzGOV705nNeh3
Pinned to the Cross (feat. Finn Matthews),Rick Ross,35,1sBkRIssrMs1AbVkOJbc7a
All Bad (feat. Anderson .Paak),Nas,46,20qISvAhX20dpIbOOzGK3q
"Full Circle (feat. The Firm, AZ, Foxy Brown & Cormega)",Nas,43,20qISvAhX20dpIbOOzGK3q
Come Home (feat. André 3000),Anderson .Paak,57,3jK9MiCrA42lLAdMGUZpwa
Make It Better (feat. Smokey Robinson),Anderson .Paak,65,3jK9MiCrA42lLAdMGUZpwa
Reachin' 2 Much (feat. Lalah Hathaway),Anderson .Paak,50,3jK9MiCrA42lLAdMGUZpwa
Winners Circle,Anderson .Paak,53,3jK9MiCrA42lLAdMGUZpwa
Good Heels (feat. Jazmine Sullivan),Anderson .Paak,67,3jK9MiCrA42lLAdMGUZpwa
Yada Yada,Anderson .Paak,48,3jK9MiCrA42lLAdMGUZpwa
King James,Anderson .Paak,52,3jK9MiCrA42lLAdMGUZpwa
Chosen One (feat. Sonyae Elise),Anderson .Paak,44,3jK9MiCrA42lLAdMGUZpwa
Jet Black (feat. Brandy),Anderson .Paak,61,3jK9MiCrA42lLAdMGUZpwa
Twilight,Anderson .Paak,48,3jK9MiCrA42lLAdMGUZpwa
What Can We Do? (feat. Nate Dogg),Anderson .Paak,49,3jK9MiCrA42lLAdMGUZpwa
Ultra Black (feat. Hit-Boy),Nas,41,20qISvAhX20dpIbOOzGK3q
Move Like a Boss (feat. Young M.A),Fivio Foreign,45,14CHVeJGrR5xgUGQFV5BVM
Convertible Burt - From Road To Fast 9 Mixtape,Tory Lanez,44,2jku7tDXc6XoB6MO2hFuqg
Go Crazy,Chris Brown,77,7bXgB6jMjp9ATFy66eO08Z
Clap - From Road To Fast 9 Mixtape,Don Toliver,48,4Gso3d4CscCijv0lmajZWs
BANG BANG,Chief Keef,0,15iVAtD3s3FsQR4w1v6M0P
24 (feat. Lil Baby),Money Man,72,3Rx4PJ7SP6unkOk5elPUK7
Replace Me (feat. Big Sean & Don Toliver),Nas,51,20qISvAhX20dpIbOOzGK3q
Thrusting (feat. Swae Lee & Future),Internet Money,38,6MPCFvOQv5cIGfw3jODMF0
GIMMICK,Gunna,49,2hlmm7s2ICUX0LVIhVFlZQ
MOTW,Gunna,56,2hlmm7s2ICUX0LVIhVFlZQ
FEIGNING,Gunna,49,2hlmm7s2ICUX0LVIhVFlZQ
SKYBOX,Gunna,55,2hlmm7s2ICUX0LVIhVFlZQ
WUNNA,Gunna,62,2hlmm7s2ICUX0LVIhVFlZQ
ROCKSTAR BIKERS & CHAINS,Gunna,49,2hlmm7s2ICUX0LVIhVFlZQ
NASTY GIRL / ON CAMERA,Gunna,63,2hlmm7s2ICUX0LVIhVFlZQ
I'M ON SOME,Gunna,51,2hlmm7s2ICUX0LVIhVFlZQ
DON'T PLAY AROUND,Gunna,44,2hlmm7s2ICUX0LVIhVFlZQ
FAR (feat. Young Thug),Gunna,48,2hlmm7s2ICUX0LVIhVFlZQ
ARGENTINA,Gunna,57,2hlmm7s2ICUX0LVIhVFlZQ
Harder Than My Demons,Big Sean,50,0c173mlxpT3dSFRgMO8XPh
Lucky Me,Big Sean,44,0c173mlxpT3dSFRgMO8XPh
Time In,TWENTY88,38,6g8AmloI8egfrr3dm3SnUL
"Guard Your Heart (feat. Anderson .Paak, Earlly Mac, and Wale)",Big Sean,43,0c173mlxpT3dSFRgMO8XPh
Don Life (feat. Lil Wayne),Big Sean,46,0c173mlxpT3dSFRgMO8XPh
"Friday Night Cypher (feat. Tee Grizzley, Kash Doll, Cash Kidd, Payroll, 42 Dugg, Boldy James, Drego, Sada Baby, Royce Da 5'9"", and Eminem)",Big Sean,47,0c173mlxpT3dSFRgMO8XPh
Lithuania (feat. Travis Scott),Big Sean,55,0c173mlxpT3dSFRgMO8XPh
Yamborghini High (feat. Juicy J),A$AP Mob,65,7yO4IdJjCEPz7YgZMe25iS
Mr. Rager,Kid Cudi,75,0fA0VVWsXO9YnASrzqfmYu
Mutual Butterflies,Ryan Trey,57,5YHM0i7v5TqqibZhS0YiuX
You Know (feat. YFN Lucci),Meek Mill,36,20sxb77xiYeusSH8cVdatc
Offended (feat. Young Thug & 21 Savage),Meek Mill,54,20sxb77xiYeusSH8cVdatc
Almost Slipped,Meek Mill,46,20sxb77xiYeusSH8cVdatc
Heart Of The City (Ain't No Love),JAY-Z,64,3nFkdlSjzX9mRTtwJOzDYB
03' Bonnie & Clyde,JAY-Z,73,3nFkdlSjzX9mRTtwJOzDYB
Dead Presidents II,JAY-Z,55,3nFkdlSjzX9mRTtwJOzDYB
Suit & Tie (feat. Jay-Z),Justin Timberlake,69,31TPClRtHm23RisEBtV3X7
Sky Fall,Travis Scott,56,0Y5tJX1MQlPlqiwlOH1tJY
Apple Pie,Travis Scott,68,0Y5tJX1MQlPlqiwlOH1tJY
Gifted (feat. Roddy Ricch),Cordae,53,0huGjMyP507tBCARyzSkrv
Hate Iz Great,Dte Lil DayDay folife,0,3AcAg9lxLhwteY91mnoAe1
She's Mine Pt. 1,J. Cole,68,6l3HvQ5sa6mXTsMTB19rO5
Honey,Chayne Lee,17,3XaGT1KOk34jXXr6irwBnT
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,61,6MPCFvOQv5cIGfw3jODMF0
Marvelous Day (feat. Lil Uzi Vert & Gunna),Kap G,54,6JvU33PZ8MtZyeFTESr09O
Dangerous (feat. Kid Cudi),ScHoolboy Q,60,5IcR3N7QB1j6KBL8eImZ8m
No Relations,YBN Nahmir,44,3gGUMEwIX6XodWsYEvKSal
Coldest Winter,Kanye West,60,5K4W6rqBFWDnAN6FQUkS6x
Money Trees,Kendrick Lamar,84,2YZyLoL8N0Wb9xBt1NhZWg
Amphetamine,Smino,63,1ybINI1qPiFbwDXamRtwxD
Colorado,Kota the Friend,58,2AfU5LYBVCiCtuCCfM7uVX
Let Go,Aaron May,0,2rwALQ1SXdfUWPUd6WOfYS
Long Time - Intro,Playboi Carti,75,699OTQXzgjhIYAHMy9RyPD
Scott and Ramona,Lil Uzi Vert,53,4O15NlyKLIASxsJ0PrXPfz
infinity (888) - feat. Joey Bada$$,XXXTENTACION,74,15UsOTVnJzReFVN1VCnxy4
Blue Notes,Meek Mill,68,20sxb77xiYeusSH8cVdatc
4 Your Eyez Only,J. Cole,68,6l3HvQ5sa6mXTsMTB19rO5
She's Mine Pt. 2,J. Cole,66,6l3HvQ5sa6mXTsMTB19rO5
Team,Xavier Weeks,0,1I87BJvTcv6gia06HaBl9e
G Walk (with Chris Brown),Lil Mosey,56,5zctI4wO9XSKS8XwcnqEHk
Drove U Crazy (feat. Bryson Tiller),Gucci Mane,46,13y7CgLHjMVRMDqxdx0Xdo
Tupac,DaBaby,42,4r63FhuTkUYltbVAg5TQnk
For Keeps (feat. YoungBoy Never Broke Again),Rich The Kid,48,1pPmIToKXyGdsCF6LmqLmI
CALLIGRAPHY,Saba,53,7Hjbimq43OgxaBRpFXic4x
Need You,Malz Monday,27,3qIFdbarxYx2moJbhM1pLy
The Other Side,Malz Monday,20,3qIFdbarxYx2moJbhM1pLy
How It Is,Malz Monday,37,3qIFdbarxYx2moJbhM1pLy
Still Down,Malz Monday,21,3qIFdbarxYx2moJbhM1pLy
In A While,Malz Monday,30,3qIFdbarxYx2moJbhM1pLy
200 FOR LUNCH,Gunna,64,2hlmm7s2ICUX0LVIhVFlZQ
Dubai Shit,Huncho Jack,62,6extd4B6hl8VTmnlhpl2bY
Let It Fly (feat. Travis Scott),Lil Wayne,58,55Aa2cqylxrFIXC767Z865
RUNNING OUT OF TIME,"Tyler, The Creator",76,4V8LLVI7PbaPR0K2TGSxFF
Impossible,Travis Scott,65,0Y5tJX1MQlPlqiwlOH1tJY
Faneto,Chief Keef,1,15iVAtD3s3FsQR4w1v6M0P
I Don't Like,Chief Keef,0,15iVAtD3s3FsQR4w1v6M0P
Christopher Walking,Pop Smoke,48,0eDvMgVFoNV3TpwtrVCoTj
Purity (feat. Frank Ocean),A$AP Rocky,67,13ubrt8QOOCPljQ2FL1Kca
"The Plan - From the Motion Picture ""TENET""",Travis Scott,61,0Y5tJX1MQlPlqiwlOH1tJY
CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,64,6fxyWrfmjcbj5d12gXeiNV
SONGS ABOUT YOU,CHIKA,46,6UtYvUtXnmg5EtllDFlWp8
Not A Rapper (feat. Lil Baby & Yo Gotti),42 Dugg,0,45gHcnDnMC15sgx3VL7ROG
Chirp (feat. Quavo),NAV,40,7rkW85dBwwrJtlHRDkJDAC
Patek Water (feat. Offset),Future,54,1RyvyyTE3xzB2ZywiAwp0i
Hard (feat. Tay-K and BlocBoy JB),No Jumper,61,0umhtjpC8x3Dg7UXDNUzmX
Drip or Drown,Gunna,76,2hlmm7s2ICUX0LVIhVFlZQ
At the Hotel (feat. Lil Uzi Vert & Young Jordan),Gunna,49,2hlmm7s2ICUX0LVIhVFlZQ
outside,Travis Scott,62,0Y5tJX1MQlPlqiwlOH1tJY
I Remember (feat. Lil Baby),Quando Rondo,38,4IprNlQiJZUUJhDl0fL2SL
Our Year,Lil Baby,51,5f7VJjfbwm532GiveGC0ZK
100 Round,Lil Baby,40,5f7VJjfbwm532GiveGC0ZK
Yeah Yeah,Young Nudy,60,5yPzzu25VzEk8qrGTLIrE1
GROUP B,"Tyler, The Creator",61,4V8LLVI7PbaPR0K2TGSxFF
Street Lights,Kanye West,64,5K4W6rqBFWDnAN6FQUkS6x
Spice Girl,Aminé,64,3Gm5F95VdRxW3mqCn8RPBJ
The End,Kid Cudi,48,0fA0VVWsXO9YnASrzqfmYu
Mo Fire,Lil Wayne,46,55Aa2cqylxrFIXC767Z865
For Whom The Bell Tolls,J. Cole,60,6l3HvQ5sa6mXTsMTB19rO5
Wouldn't Leave,Kanye West,63,5K4W6rqBFWDnAN6FQUkS6x
Situation,Don Toliver,59,4Gso3d4CscCijv0lmajZWs
RGF Island,Fetty Wap,61,6PXS4YHDkKvl1wkIl4V8DL
Tuesday (feat. Drake),ILOVEMAKONNEN,0,3aGFCoR8xGN6DKwvdzeSja
Kraazy,Likybo,66,16Nc36xAtNyQ7BMBcDsaLv
Champion (feat. Travis Scott),NAV,70,7rkW85dBwwrJtlHRDkJDAC
Pull Up (feat. Lil Uzi Vert & YNW Melly),Lil Keed,49,3uJx5SnOM59Li7lCxA3b29
Amigo,Lil Tecca,70,4Ga1P7PMIsmqEZqhYZQgDo
emotions,iann dior,72,6ASri4ePR7RlsvIQgWPJpS
!,Trippie Redd,50,6Xgp2XMz1fhVYe7i6yNAax
Snake Skin,Trippie Redd,55,6Xgp2XMz1fhVYe7i6yNAax
Keep Your Head Up,Trippie Redd,47,6Xgp2XMz1fhVYe7i6yNAax
RIOT,Trippie Redd,44,6Xgp2XMz1fhVYe7i6yNAax
Mac 10,Trippie Redd,53,6Xgp2XMz1fhVYe7i6yNAax
Everything BoZ,Trippie Redd,76,6Xgp2XMz1fhVYe7i6yNAax
Under Enemy Arms,Trippie Redd,53,6Xgp2XMz1fhVYe7i6yNAax
Lil Wayne,Trippie Redd,59,6Xgp2XMz1fhVYe7i6yNAax
SAD!,XXXTENTACION,83,15UsOTVnJzReFVN1VCnxy4
the remedy for a broken heart (why am I so in love),XXXTENTACION,77,15UsOTVnJzReFVN1VCnxy4
0 To 100 / The Catch Up,Drake,73,3TVXtAsR1Inumwj472S9r4
Jocelyn Flores,XXXTENTACION,84,15UsOTVnJzReFVN1VCnxy4
Everybody Dies In Their Nightmares,XXXTENTACION,84,15UsOTVnJzReFVN1VCnxy4
Fuck Love,XXXTENTACION,83,15UsOTVnJzReFVN1VCnxy4
Carry On,XXXTENTACION,74,15UsOTVnJzReFVN1VCnxy4
1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,0,2YOYua8FpudSEiB9s88IgQ
January 28th,J. Cole,0,6l3HvQ5sa6mXTsMTB19rO5
Wet Dreamz,J. Cole,4,6l3HvQ5sa6mXTsMTB19rO5
03' Adolescence,J. Cole,0,6l3HvQ5sa6mXTsMTB19rO5
A Tale of 2 Citiez,J. Cole,0,6l3HvQ5sa6mXTsMTB19rO5
St. Tropez,J. Cole,0,6l3HvQ5sa6mXTsMTB19rO5
G.O.M.D.,J. Cole,1,6l3HvQ5sa6mXTsMTB19rO5
Apparently,J. Cole,2,6l3HvQ5sa6mXTsMTB19rO5
Love Yourz,J. Cole,0,6l3HvQ5sa6mXTsMTB19rO5
Note to Self,J. Cole,0,6l3HvQ5sa6mXTsMTB19rO5
20/20,Lil Tjay,63,6jGMq4yGs7aQzuGsMgVgZR
223's (feat. 9lokknine),YNW Melly,68,1cNDP5yjU5vjeR8qMf4grg
Ultimate,Denzel Curry,0,6fxyWrfmjcbj5d12gXeiNV
Stop Snitchin,YG,57,0A0FS04o6zMoto8OKPsDwY
Winter Blues,Joyner Lucas,52,6C1ohJrd5VydigQtaGy5Wa
679 (feat. Remy Boyz),Fetty Wap,76,6PXS4YHDkKvl1wkIl4V8DL
Know My Rights (feat. Lil Baby),6LACK,62,4IVAbR2w4JJNJDDRFP3E83
Panini,Lil Nas X,62,7jVv8c5Fj3E9VhNjxT4snq
"83 Baby Intro (feat. Lil Tony, Yung Boss Tevo & Setitoff83)",83 Babies,17,0IBDUrXqsJZAAnipcupIRc
A$AP Forever (feat. Moby),A$AP Rocky,65,13ubrt8QOOCPljQ2FL1Kca
Acid Rain,Chance the Rapper,57,1anyVhU62p31KFi8MEzkbf
Jettski Grizzley (feat. Lil Pump),Tee Grizzley,51,6AUl0ykLLpvTktob97x9hO
Addicted to My Ex,M City JR,59,0wSIyRIXxXiOBCIV0TyXZH
Addison Rae,The Kid LAROI,56,2tIP7SsRs7vjIcLrU85W8J
Blinding Lights,The Weeknd,92,1Xyo4u8uXC1ZmMpatF05PJ
Make No Sense,YoungBoy Never Broke Again,76,7wlFDEWiM5OoIAt8RSli8b
All The Way Up (Remix),Fat Joe,60,3ScY9CQxNLQei8Umvpx5g6
Always n Forever (feat. Lil Baby),Mariah the Scientist,44,7HO5fOXE4gh3lzZn64tX2E
Young Dumb & Broke,Khalid,82,6LuN9FCkKOj5PcnpouEgny
Location,Playboi Carti,81,699OTQXzgjhIYAHMy9RyPD
8TEEN,Khalid,77,6LuN9FCkKOj5PcnpouEgny
Anotha One,Sic Withit,0,5PFjAEEZmKfMNe7ViIpMa4
Antidote,Travis Scott,0,0Y5tJX1MQlPlqiwlOH1tJY
Still Think About You,A Boogie Wit da Hoodie,77,31W5EY0aAly4Qieq6OFu6I
Me and My Guitar,A Boogie Wit da Hoodie,74,31W5EY0aAly4Qieq6OFu6I
Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,51,31W5EY0aAly4Qieq6OFu6I
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,65,31W5EY0aAly4Qieq6OFu6I
Blood On My Denim,A Boogie Wit da Hoodie,57,31W5EY0aAly4Qieq6OFu6I
Luv Is Art (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,53,31W5EY0aAly4Qieq6OFu6I
It's Crazy (feat. Melody),A Boogie Wit da Hoodie,59,31W5EY0aAly4Qieq6OFu6I
Bleed,A Boogie Wit da Hoodie,58,31W5EY0aAly4Qieq6OFu6I
Till The Wheels Fall Off,A Boogie Wit da Hoodie,49,31W5EY0aAly4Qieq6OFu6I
7 Mac 11's,A Boogie Wit da Hoodie,50,31W5EY0aAly4Qieq6OFu6I
Act Like That,A Boogie Wit da Hoodie,51,31W5EY0aAly4Qieq6OFu6I
Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,43,31W5EY0aAly4Qieq6OFu6I
Mood Swings,A Boogie Wit da Hoodie,44,31W5EY0aAly4Qieq6OFu6I
Hit 'Em Up (feat. Trap Manny),A Boogie Wit da Hoodie,39,31W5EY0aAly4Qieq6OFu6I
STARGAZING,Travis Scott,78,0Y5tJX1MQlPlqiwlOH1tJY
CAROUSEL,Travis Scott,70,0Y5tJX1MQlPlqiwlOH1tJY
SICKO MODE,Travis Scott,86,0Y5tJX1MQlPlqiwlOH1tJY
R.I.P. SCREW,Travis Scott,70,0Y5tJX1MQlPlqiwlOH1tJY
STOP TRYING TO BE GOD,Travis Scott,71,0Y5tJX1MQlPlqiwlOH1tJY
NO BYSTANDERS,Travis Scott,75,0Y5tJX1MQlPlqiwlOH1tJY
SKELETONS,Travis Scott,77,0Y5tJX1MQlPlqiwlOH1tJY
WAKE UP,Travis Scott,71,0Y5tJX1MQlPlqiwlOH1tJY
5% TINT,Travis Scott,81,0Y5tJX1MQlPlqiwlOH1tJY
NC-17,Travis Scott,68,0Y5tJX1MQlPlqiwlOH1tJY
ASTROTHUNDER,Travis Scott,78,0Y5tJX1MQlPlqiwlOH1tJY
YOSEMITE,Travis Scott,77,0Y5tJX1MQlPlqiwlOH1tJY
CAN'T SAY,Travis Scott,80,0Y5tJX1MQlPlqiwlOH1tJY
WHO? WHAT!,Travis Scott,71,0Y5tJX1MQlPlqiwlOH1tJY
BUTTERFLY EFFECT,Travis Scott,82,0Y5tJX1MQlPlqiwlOH1tJY
HOUSTONFORNICATION,Travis Scott,71,0Y5tJX1MQlPlqiwlOH1tJY
COFFEE BEAN,Travis Scott,73,0Y5tJX1MQlPlqiwlOH1tJY
L$D,A$AP Rocky,74,13ubrt8QOOCPljQ2FL1Kca
Jukebox Joints (feat. Joe Fox & Kanye West),A$AP Rocky,74,13ubrt8QOOCPljQ2FL1Kca
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,77,13ubrt8QOOCPljQ2FL1Kca
Redbone,Childish Gambino,0,73sIBHcqh3Z3NyqHKZ7FOL
Slime Dreams,YNW BSlime,53,2KCRLxlHd2OgZG6YAOAcSu
Gasoline (feat. Young King Dave),Yung Gravy,45,2YOYua8FpudSEiB9s88IgQ
Suge,DaBaby,71,4r63FhuTkUYltbVAg5TQnk
Goin Baby,DaBaby,62,4r63FhuTkUYltbVAg5TQnk
Baby Powder,Bandingo YGNE,41,4WChwgMrLJSFKqAbfYA4Es
Banana (feat. Lil Mosey & Souf Souf),28AV,25,5DgTf0BW3LgzGNnKTqupVf
Banana Split (with YNW Melly feat. Lil Durk),Murda Beatz,49,3CbYyyd8wH3RT6t0jwpdzC
Bandit (with YoungBoy Never Broke Again),Juice WRLD,74,4MCBfE4596Uoi2O4DtmEMz
Bands,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
Bandz (Bye Bye Birdie) (feat. Lil Uzi Vert),DP Beats,26,2KZnZEjvAYOkl85rluwNP7
Mans,Comethazine,0,1iJdyDcY98X3GMnUesl7tf
The Hills,The Weeknd,88,1Xyo4u8uXC1ZmMpatF05PJ
Spoil My Night (feat. Swae Lee),Post Malone,68,246dkjvS1zLTtiykXe5h60
Rich & Sad,Post Malone,69,246dkjvS1zLTtiykXe5h60
Psycho (feat. Ty Dolla $ign),Post Malone,80,246dkjvS1zLTtiykXe5h60
Behind Barz - Bonus,Drake,1,3TVXtAsR1Inumwj472S9r4
BEST INTEREST,"Tyler, The Creator",82,4V8LLVI7PbaPR0K2TGSxFF
Money In The Grave (Drake ft. Rick Ross),Drake,79,3TVXtAsR1Inumwj472S9r4
Betchua (Bitchuary),Shordie Shordie,31,5fyvTyetDr7gvLafBsEEhU
Betrayed - Remix,Lil Xan,32,3EXdLajEO02ziZ90P90bSW
Hot Shower,Chance the Rapper,61,1anyVhU62p31KFi8MEzkbf
No Promises,A Boogie Wit da Hoodie,55,31W5EY0aAly4Qieq6OFu6I
The Bigger Picture,Lil Baby,66,5f7VJjfbwm532GiveGC0ZK
the ends,Travis Scott,66,0Y5tJX1MQlPlqiwlOH1tJY
way back,Travis Scott,67,0Y5tJX1MQlPlqiwlOH1tJY
